functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank,,,,
SmoothPoly,CPUDCTPadded,112,0.06,5.05E+06,198.214,8,1.26E-03,,7.4E-04,3.5E-04,1.3E-03,,,,,
SmoothPoly,CPUDCTPadded,116,0.085,9.81E+06,101.922,8,9.38E-04,,7.5E-04,3.7E-04,9.4E-04,,,,,
SmoothPoly,CPUDCTPadded,120,0.237,6.55E+06,152.589,8,7.72E-04,,7.1E-04,3.8E-04,7.7E-04,,,,,
SmoothPoly,CPUDCTPadded,124,0.092,1.18E+07,85.0007,8,1.02E-03,,6.3E-04,3.8E-04,1.0E-03,,,,,
SmoothPoly,CPUDCTPadded,128,0.07,7.27E+06,137.472,8,1.03E-03,,5.3E-04,3.8E-04,1.0E-03,,,,,
SmoothPoly,CPUDCTPadded,132,0.117,8.22E+06,121.709,8,7.72E-04,,4.1E-04,3.7E-04,7.7E-04,,,,,
SmoothPoly,CPUDCTPadded,136,0.133,1.23E+07,81.4562,8,6.39E-04,,3.7E-04,3.6E-04,6.4E-04,,,,,
SmoothPoly,CPUDCTPadded,140,0.154,9.35E+06,106.903,8,8.45E-04,,4.5E-04,3.4E-04,8.4E-04,,,,,
SmoothPoly,CPUDCTPadded,144,0.126,1.07E+07,93.8892,8,8.57E-04,,5.0E-04,3.2E-04,8.6E-04,,,,,
SmoothPoly,CPUDCTPadded,148,0.118,1.89E+07,52.8232,8,6.49E-04,,5.1E-04,3.0E-04,6.5E-04,,,,,
SmoothPoly,CPUDCTPadded,152,0.146,1.54E+07,65.0963,8,5.41E-04,,4.9E-04,2.7E-04,5.4E-04,,,,,
SmoothPoly,CPUDCTPadded,156,0.137,1.27E+07,78.7525,8,7.17E-04,,4.4E-04,2.4E-04,7.2E-04,,,,,
SmoothPoly,CPUDCTPadded,160,0.142,1.22E+07,82.0674,8,7.30E-04,,3.7E-04,2.1E-04,7.3E-04,,,,,
SmoothPoly,CPUDCTPadded,164,0.143,2.43E+07,41.2194,8,5.56E-04,,2.9E-04,1.8E-04,5.6E-04,,,,,
SmoothPoly,CPUDCTPadded,168,0.246,1.42E+07,70.4101,8,4.65E-04,,2.7E-04,1.5E-04,4.6E-04,,,,,
SmoothPoly,CPUDCTPadded,172,0.154,2.72E+07,36.7079,8,6.18E-04,,3.3E-04,1.7E-04,6.2E-04,,,,,
SmoothPoly,CPUDCTPadded,176,0.157,1.64E+07,61.0097,8,6.32E-04,,3.6E-04,1.8E-04,6.3E-04,,,,,
SmoothPoly,CPUDCTPadded,180,0.328,1.73E+07,57.8747,8,4.83E-04,,3.8E-04,1.9E-04,4.8E-04,,,,,
SmoothPoly,CPUDCTPadded,184,0.181,2.43E+07,41.199,8,4.05E-04,,3.6E-04,2.0E-04,4.1E-04,,,,,
SmoothPoly,CPUDCTPadded,188,0.177,3.44E+07,29.0597,8,5.40E-04,,3.3E-04,2.0E-04,5.4E-04,,,,,
SmoothPoly,CPUDCTPadded,192,0.241,1.91E+07,52.2293,8,5.53E-04,,2.8E-04,2.1E-04,5.5E-04,,,,,
SmoothPoly,CPUDCTPadded,196,0.107,1.96E+07,51.0765,8,4.25E-04,,2.2E-04,2.1E-04,4.2E-04,,,,,
SmoothPoly,CPUDCTPadded,200,0.243,1.98E+07,50.619,8,3.57E-04,,2.1E-04,2.0E-04,3.6E-04,,,,,
SmoothPoly,CPUDCTPadded,204,0.335,2.99E+07,33.4685,8,4.77E-04,,2.5E-04,1.9E-04,4.8E-04,,,,,
SmoothPoly,CPUDCTPadded,208,0.155,2.46E+07,40.6531,8,4.90E-04,,2.8E-04,1.8E-04,4.9E-04,,,,,
SmoothPoly,CPUDCTPadded,212,0.234,4.80E+07,20.8147,8,3.77E-04,,2.9E-04,1.7E-04,3.8E-04,,,,,
SmoothPoly,CPUDCTPadded,216,0.201,2.57E+07,38.862,8,3.18E-04,,2.8E-04,1.6E-04,3.2E-04,,,,,
SmoothPoly,CPUDCTPadded,220,0.251,2.67E+07,37.5125,8,4.25E-04,,2.6E-04,1.4E-04,4.3E-04,,,,,
SmoothPoly,CPUDCTPadded,224,0.155,2.35E+07,42.4926,8,4.38E-04,,2.2E-04,1.2E-04,4.4E-04,,,,,
SmoothPoly,CPUDCTPadded,228,0.369,3.77E+07,26.5027,8,3.38E-04,,1.7E-04,1.1E-04,3.4E-04,,,,,
SmoothPoly,CPUDCTPadded,232,0.253,4.16E+07,24.0122,8,2.86E-04,,1.6E-04,9.4E-05,2.9E-04,,,,,
SmoothPoly,CPUDCTPadded,236,0.301,6.39E+07,15.64,8,3.82E-04,,2.0E-04,1.0E-04,3.8E-04,,,,,
SmoothPoly,CPUDCTPadded,240,0.281,3.06E+07,32.637,8,3.95E-04,,2.3E-04,1.1E-04,3.9E-04,,,,,
SmoothPoly,CPUDCTPadded,244,0.324,6.89E+07,14.5193,8,3.05E-04,,2.3E-04,1.2E-04,3.1E-04,,,,,
SmoothPoly,CPUDCTPadded,248,0.283,4.92E+07,20.3096,8,2.59E-04,,2.3E-04,1.3E-04,2.6E-04,,,,,
SmoothPoly,CPUDCTPadded,252,0.37,3.60E+07,27.7502,8,3.46E-04,,2.1E-04,1.3E-04,3.5E-04,,,,,
SmoothPoly,CPUDCTPadded,256,0.269,3.70E+07,27.0274,8,3.58E-04,,1.8E-04,1.3E-04,3.6E-04,,,,,
SmoothPoly,CPUDCTPadded,260,0.296,3.64E+07,27.4622,8,2.78E-04,,1.4E-04,1.3E-04,2.8E-04,,,,,
SmoothPoly,CPUDCTPadded,264,0.329,4.01E+07,24.9623,8,2.35E-04,,1.4E-04,1.3E-04,2.4E-04,,,,,
SmoothPoly,CPUDCTPadded,268,0.433,8.20E+07,12.189,8,3.15E-04,,1.7E-04,1.3E-04,3.2E-04,,,,,
SmoothPoly,CPUDCTPadded,272,0.359,5.89E+07,16.9655,8,3.27E-04,,1.9E-04,1.2E-04,3.3E-04,,,,,
SmoothPoly,CPUDCTPadded,276,0.448,6.15E+07,16.256,8,2.54E-04,,1.9E-04,1.2E-04,2.5E-04,,,,,
SmoothPoly,CPUDCTPadded,280,0.418,4.49E+07,22.2879,8,2.15E-04,,1.9E-04,1.1E-04,2.2E-04,,,,,
SmoothPoly,CPUDCTPadded,284,0.503,9.60E+07,10.4115,8,2.89E-04,,1.7E-04,9.7E-05,2.9E-04,,,,,
SmoothPoly,CPUDCTPadded,288,0.305,4.70E+07,21.2759,8,3.00E-04,,1.5E-04,8.6E-05,3.0E-04,,,,,
SmoothPoly,CPUDCTPadded,292,0.502,1.04E+08,9.65289,8,2.33E-04,,1.2E-04,7.4E-05,2.3E-04,,,,,
SmoothPoly,CPUDCTPadded,296,0.401,8.10E+07,12.3427,8,1.98E-04,,1.1E-04,6.6E-05,2.0E-04,,,,,
SmoothPoly,CPUDCTPadded,300,0.498,5.04E+07,19.8528,8,2.66E-04,,1.4E-04,7.3E-05,2.7E-04,,,,,
SmoothPoly,CPUDCTPadded,304,0.429,6.74E+07,14.8302,8,2.76E-04,,1.6E-04,7.9E-05,2.8E-04,,,,,
SmoothPoly,CPUDCTPadded,308,0.281,5.09E+07,19.6527,8,2.15E-04,,1.6E-04,8.5E-05,2.2E-04,,,,,
SmoothPoly,CPUDCTPadded,312,0.362,5.69E+07,17.5781,8,1.83E-04,,1.6E-04,9.0E-05,1.8E-04,,,,,
SmoothPoly,CPUDCTPadded,316,0.602,1.27E+08,7.89038,8,2.46E-04,,1.5E-04,9.4E-05,2.5E-04,,,,,
SmoothPoly,CPUDCTPadded,320,0.431,5.60E+07,17.8588,8,2.55E-04,,1.2E-04,9.6E-05,2.6E-04,,,,,
SmoothPoly,CPUDCTPadded,324,0.293,5.59E+07,17.8754,8,1.99E-04,,1.0E-04,9.7E-05,2.0E-04,,,,,
SmoothPoly,CPUDCTPadded,328,0.495,1.02E+08,9.83201,8,1.70E-04,,9.8E-05,9.6E-05,1.7E-04,,,,,
SmoothPoly,CPUDCTPadded,332,0.716,1.57E+08,6.36831,8,2.28E-04,,1.2E-04,9.4E-05,2.3E-04,,,,,
SmoothPoly,CPUDCTPadded,336,0.516,6.36E+07,15.7297,8,2.37E-04,,1.3E-04,9.0E-05,2.4E-04,,,,,
SmoothPoly,CPUDCTPadded,340,0.556,9.24E+07,10.8216,8,1.85E-04,,1.4E-04,8.5E-05,1.9E-04,,,,,
SmoothPoly,CPUDCTPadded,344,0.538,1.13E+08,8.88366,8,1.58E-04,,1.4E-04,7.9E-05,1.6E-04,,,,,
SmoothPoly,CPUDCTPadded,348,0.609,1.02E+08,9.78391,8,2.13E-04,,1.3E-04,7.1E-05,2.1E-04,,,,,
SmoothPoly,CPUDCTPadded,352,0.455,6.97E+07,14.3469,8,2.21E-04,,1.1E-04,6.3E-05,2.2E-04,,,,,
SmoothPoly,CPUDCTPadded,356,0.818,1.78E+08,5.61925,8,1.73E-04,,8.6E-05,5.5E-05,1.7E-04,,,,,
SmoothPoly,CPUDCTPadded,360,0.498,7.30E+07,13.6967,8,1.48E-04,,8.5E-05,4.9E-05,1.5E-04,,,,,
SmoothPoly,CPUDCTPadded,364,0.36,7.37E+07,13.5672,8,1.99E-04,,1.0E-04,5.5E-05,2.0E-04,,,,,
SmoothPoly,CPUDCTPadded,368,0.566,1.04E+08,9.63569,8,2.07E-04,,1.2E-04,6.0E-05,2.1E-04,,,,,
SmoothPoly,CPUDCTPadded,372,0.683,1.21E+08,8.29836,8,1.62E-04,,1.2E-04,6.4E-05,1.6E-04,,,,,
SmoothPoly,CPUDCTPadded,376,0.642,1.41E+08,7.07108,8,1.38E-04,,1.2E-04,6.8E-05,1.4E-04,,,,,
SmoothPoly,CPUDCTPadded,380,0.641,1.08E+08,9.2309,8,1.86E-04,,1.1E-04,7.1E-05,1.9E-04,,,,,
SmoothPoly,CPUDCTPadded,384,0.572,8.37E+07,11.9519,8,1.94E-04,,9.4E-05,7.3E-05,1.9E-04,,,,,
SmoothPoly,CPUDCTPadded,388,1.017,2.28E+08,4.39367,8,1.52E-04,,7.6E-05,7.4E-05,1.5E-04,,,,,
SmoothPoly,CPUDCTPadded,392,0.361,8.41E+07,11.8851,8,1.30E-04,,7.5E-05,7.3E-05,1.3E-04,,,,,
SmoothPoly,CPUDCTPadded,396,0.618,9.29E+07,10.7681,8,1.75E-04,,9.2E-05,7.2E-05,1.7E-04,,,,,
SmoothPoly,CPUDCTPadded,400,0.469,9.18E+07,10.8899,8,1.82E-04,,1.0E-04,6.9E-05,1.8E-04,,,,,
SmoothPoly,CPUDCTPadded,404,1.099,2.55E+08,3.91464,8,1.43E-04,,1.1E-04,6.6E-05,1.4E-04,,,,,
SmoothPoly,CPUDCTPadded,408,0.91,1.25E+08,7.98668,8,1.22E-04,,1.1E-04,6.1E-05,1.2E-04,,,,,
SmoothPoly,CPUDCTPadded,412,1.164,2.72E+08,3.67591,8,1.65E-04,,9.7E-05,5.5E-05,1.6E-04,,,,,
SmoothPoly,CPUDCTPadded,416,0.571,1.04E+08,9.63316,8,1.72E-04,,8.3E-05,4.9E-05,1.7E-04,,,,,
SmoothPoly,CPUDCTPadded,420,0.835,1.01E+08,9.88069,8,1.35E-04,,6.7E-05,4.3E-05,1.3E-04,,,,,
SmoothPoly,CPUDCTPadded,424,0.857,1.95E+08,5.11871,8,1.15E-04,,6.6E-05,3.8E-05,1.2E-04,,,,,
SmoothPoly,CPUDCTPadded,428,1.329,3.02E+08,3.3106,8,1.56E-04,,8.1E-05,4.3E-05,1.6E-04,,,,,
SmoothPoly,CPUDCTPadded,432,0.632,1.08E+08,9.29758,8,1.62E-04,,9.2E-05,4.7E-05,1.6E-04,,,,,
SmoothPoly,CPUDCTPadded,436,1.408,3.20E+08,3.12633,8,1.28E-04,,9.6E-05,5.1E-05,1.3E-04,,,,,
SmoothPoly,CPUDCTPadded,440,0.681,1.13E+08,8.83688,8,1.09E-04,,9.4E-05,5.4E-05,1.1E-04,,,,,
SmoothPoly,CPUDCTPadded,444,0.958,1.85E+08,5.40277,8,1.47E-04,,8.6E-05,5.6E-05,1.5E-04,,,,,
SmoothPoly,CPUDCTPadded,448,0.636,1.14E+08,8.75333,8,1.54E-04,,7.4E-05,5.8E-05,1.5E-04,,,,,
SmoothPoly,CPUDCTPadded,452,1.505,3.55E+08,2.81987,8,1.21E-04,,6.0E-05,5.9E-05,1.2E-04,,,,,
SmoothPoly,CPUDCTPadded,456,1.012,1.58E+08,6.32786,8,1.03E-04,,5.9E-05,5.9E-05,1.0E-04,,,,,
SmoothPoly,CPUDCTPadded,460,0.87,1.67E+08,5.97107,8,1.40E-04,,7.3E-05,5.7E-05,1.4E-04,,,,,
SmoothPoly,CPUDCTPadded,464,0.842,1.75E+08,5.72735,8,1.46E-04,,8.3E-05,5.5E-05,1.5E-04,,,,,
SmoothPoly,CPUDCTPadded,468,0.735,1.33E+08,7.50061,8,1.15E-04,,8.6E-05,5.3E-05,1.1E-04,,,,,
SmoothPoly,CPUDCTPadded,472,1.066,2.43E+08,4.11292,8,9.82E-05,,8.5E-05,4.9E-05,9.8E-05,,,,,
SmoothPoly,CPUDCTPadded,476,0.772,1.57E+08,6.35441,8,1.33E-04,,7.7E-05,4.4E-05,1.3E-04,,,,,
SmoothPoly,CPUDCTPadded,480,0.936,1.32E+08,7.5719,8,1.39E-04,,6.7E-05,4.0E-05,1.4E-04,,,,,
SmoothPoly,CPUDCTPadded,484,0.725,1.49E+08,6.7232,8,1.09E-04,,5.4E-05,3.5E-05,1.1E-04,,,,,
SmoothPoly,CPUDCTPadded,488,1.152,2.64E+08,3.78664,8,9.34E-05,,5.4E-05,3.1E-05,9.3E-05,,,,,
SmoothPoly,CPUDCTPadded,492,1.178,2.39E+08,4.18659,8,1.26E-04,,6.6E-05,3.5E-05,1.3E-04,,,,,
SmoothPoly,CPUDCTPadded,496,0.966,2.08E+08,4.79661,8,1.32E-04,,7.5E-05,3.8E-05,1.3E-04,,,,,
SmoothPoly,CPUDCTPadded,500,0.753,1.48E+08,6.75822,8,1.04E-04,,7.8E-05,4.1E-05,1.0E-04,,,,,
SmoothPoly,CPUDCTPadded,504,0.761,1.37E+08,7.29513,8,8.90E-05,,7.6E-05,4.4E-05,8.9E-05,,,,,
SmoothPoly,CPUDCTPadded,508,1.528,5.07E+08,1.97083,8,1.20E-04,,7.0E-05,4.6E-05,1.2E-04,,,,,
SmoothPoly,CPUDCTPadded,512,0.849,1.49E+08,6.72823,8,1.26E-04,,6.0E-05,4.7E-05,1.3E-04,,,,,
SmoothPoly,CPUDCTPadded,516,1.292,2.76E+08,3.61864,8,9.90E-05,,4.9E-05,4.8E-05,9.9E-05,,,,,
SmoothPoly,CPUChebDense,12,0.006,118383,8447.16,8,3.85E-02,,2.6E-02,1.4E-02,3.9E-02,,,,,
SmoothPoly,CPUChebDense,16,0.033,529223,1889.56,8,2.69E-02,,2.1E-02,8.8E-03,2.7E-02,,,,,
SmoothPoly,CPUChebDense,20,0.041,1.13E+06,884.694,8,1.64E-02,,1.6E-02,6.1E-03,1.4E-02,,,,,
SmoothPoly,CPUChebDense,24,0.131,2.49E+06,400.971,8,1.25E-02,,1.2E-02,4.3E-03,8.7E-03,,,,,
SmoothPoly,CPUChebDense,28,0.135,4.94E+06,202.577,8,1.02E-02,,9.2E-03,3.2E-03,1.0E-02,,,,,
SmoothPoly,CPUChebDense,32,0.155,1.72E+07,58.2089,8,8.80E-03,,6.5E-03,2.3E-03,8.8E-03,,,,,
SmoothPoly,CPUChebDense,36,0.157,1.53E+07,65.451,8,5.61E-03,,4.3E-03,1.7E-03,5.6E-03,,,,,
SmoothPoly,CPUChebDense,40,0.191,2.63E+07,38.0338,8,4.05E-03,,2.6E-03,1.3E-03,4.1E-03,,,,,
SmoothPoly,CPUChebDense,44,0.257,3.70E+07,27.0024,8,5.01E-03,,2.8E-03,1.2E-03,5.0E-03,,,,,
SmoothPoly,CPUChebDense,48,0.312,9.64E+07,10.3686,8,4.65E-03,,2.9E-03,1.2E-03,4.6E-03,,,,,
SmoothPoly,CPUChebDense,52,0.415,8.82E+07,11.3323,8,3.18E-03,,2.8E-03,1.2E-03,3.2E-03,,,,,
SmoothPoly,CPUChebDense,56,0.464,1.11E+08,8.99065,8,2.54E-03,,2.5E-03,1.2E-03,2.4E-03,,,,,
SmoothPoly,CPUChebDense,60,0.609,1.36E+08,7.34709,8,3.10E-03,,2.1E-03,1.1E-03,3.1E-03,,,,,
SmoothPoly,CPUChebDense,64,0.689,3.89E+08,2.5712,8,2.97E-03,,1.7E-03,1.1E-03,3.0E-03,,,,,
SmoothPoly,CPUChebDense,68,0.804,2.30E+08,4.35228,8,2.11E-03,,1.3E-03,1.0E-03,2.1E-03,,,,,
SmoothPoly,CPUChebDense,72,0.976,3.03E+08,3.29904,8,1.67E-03,,9.7E-04,9.3E-04,1.7E-03,,,,,
SmoothPoly,CPUChebDense,76,1.602,3.93E+08,2.54667,8,2.15E-03,,1.2E-03,8.6E-04,2.2E-03,,,,,
SmoothPoly,CPUChebDense,80,1.376,8.18E+08,1.2225,8,2.11E-03,,1.3E-03,7.8E-04,2.1E-03,,,,,
SmoothPoly,CPUChebDense,84,1.62,6.35E+08,1.57476,8,1.53E-03,,1.3E-03,6.9E-04,1.5E-03,,,,,
SmoothPoly,CPUChebDense,88,1.848,8.22E+08,1.21655,8,1.23E-03,,1.2E-03,6.1E-04,1.2E-03,,,,,
SmoothPoly,CPUChebDense,92,2.116,8.31E+08,1.20351,8,1.60E-03,,1.0E-03,5.3E-04,1.6E-03,,,,,
SmoothPoly,CPUChebDense,96,2.547,1.77E+09,0.566469,8,1.59E-03,,8.5E-04,4.5E-04,1.6E-03,,,,,
SmoothPoly,CPUChebDense,100,3.229,1.21E+09,0.825713,8,1.17E-03,,6.5E-04,3.7E-04,1.2E-03,,,,,
SmoothPoly,CPUChebDense,104,3.511,1.37E+09,0.729641,8,9.58E-04,,5.5E-04,3.1E-04,9.6E-04,,,,,
SmoothPoly,CPUChebDense,108,4.173,1.60E+09,0.623487,8,1.26E-03,,6.7E-04,3.3E-04,1.3E-03,,,,,
SmoothPoly,CPUChebDense,112,4.623,2.92E+09,0.34212,8,1.26E-03,,7.4E-04,3.5E-04,1.3E-03,,,,,
SmoothPoly,CPUChebDense,116,5.613,2.05E+09,0.486801,8,9.38E-04,,7.5E-04,3.7E-04,9.4E-04,,,,,
SmoothPoly,CPUChebDense,120,6.104,2.41E+09,0.415648,8,7.72E-04,,7.1E-04,3.8E-04,7.7E-04,,,,,
SmoothPoly,CPUChebDense,124,6.949,2.70E+09,0.369913,8,1.02E-03,,6.3E-04,3.8E-04,1.0E-03,,,,,
SmoothPoly,CPULinearSparse,12,0,13739,72785.5,8,4.71E-02,,4.4E-02,3.1E-02,4.7E-02,,,,,
SmoothPoly,CPULinearSparse,16,0,17182,58200.4,8,4.20E-02,,2.4E-02,2.3E-02,4.2E-02,,,,,
SmoothPoly,CPULinearSparse,20,0,24084,41521.3,8,4.92E-02,,1.1E-02,1.8E-02,4.9E-02,,,,,
SmoothPoly,CPULinearSparse,24,0.029,31612,31633.6,8,1.42E-02,,3.7E-03,1.4E-02,1.1E-02,,,,,
SmoothPoly,CPULinearSparse,28,0.029,40738,24547.1,8,1.23E-02,,3.2E-03,1.2E-02,1.2E-02,,,,,
SmoothPoly,CPULinearSparse,32,0.032,54931,18204.7,8,1.27E-02,,7.7E-03,9.2E-03,1.3E-02,,,,,
SmoothPoly,CPULinearSparse,36,0.028,73917,13528.7,8,1.85E-02,,5.7E-03,6.9E-03,1.8E-02,,,,,
SmoothPoly,CPULinearSparse,40,0.052,101701,9832.75,8,6.25E-03,,6.3E-03,4.8E-03,5.0E-03,,,,,
SmoothPoly,CPULinearSparse,44,0.059,121771,8212.14,8,6.55E-03,,5.3E-03,2.3E-03,6.5E-03,,,,,
SmoothPoly,CPULinearSparse,48,0.063,155050,6449.53,8,6.33E-03,,3.7E-03,3.2E-03,6.3E-03,,,,,
SmoothPoly,CPULinearSparse,52,0.042,194080,5152.51,8,1.00E-02,,2.0E-03,4.2E-03,1.0E-02,,,,,
SmoothPoly,CPULinearSparse,56,0.042,220869,4527.57,8,3.41E-03,,6.1E-04,2.8E-03,3.4E-03,,,,,
SmoothPoly,CPULinearSparse,60,0.073,287614,3476.88,8,4.35E-03,,1.4E-03,1.8E-03,4.3E-03,,,,,
SmoothPoly,CPULinearSparse,64,0.079,359047,2785.15,8,3.78E-03,,2.9E-03,1.1E-03,3.8E-03,,,,,
SmoothPoly,CPULinearSparse,68,0.079,406071,2462.62,8,6.47E-03,,2.2E-03,5.1E-04,6.5E-03,,,,,
SmoothPoly,CPULinearSparse,72,0.086,505746,1977.28,8,2.55E-03,,2.5E-03,7.0E-04,2.5E-03,,,,,
SmoothPoly,CPULinearSparse,76,0.079,572418,1746.98,8,3.11E-03,,2.3E-03,1.1E-03,3.1E-03,,,,,
SmoothPoly,CPULinearSparse,80,0.097,687952,1453.59,8,2.59E-03,,1.7E-03,1.4E-03,2.6E-03,,,,,
SmoothPoly,CPULinearSparse,84,0.136,806092,1240.55,8,4.66E-03,,9.7E-04,1.5E-03,4.7E-03,,,,,
SmoothPoly,CPULinearSparse,88,0.098,965313,1035.93,8,1.93E-03,,2.3E-04,1.6E-03,1.9E-03,,,,,
SmoothPoly,CPULinearSparse,92,0.164,1.09E+06,913.807,8,2.35E-03,,8.0E-04,1.6E-03,2.4E-03,,,,,
SmoothPoly,CPULinearSparse,96,0.125,1.23E+06,813.324,8,1.90E-03,,1.6E-03,1.5E-03,1.9E-03,,,,,
SmoothPoly,CPULinearSparse,100,0.157,1.43E+06,698.437,8,3.53E-03,,1.2E-03,1.3E-03,3.5E-03,,,,,
SmoothPoly,CPULinearSparse,104,0.169,1.61E+06,619.786,8,1.58E-03,,1.5E-03,9.3E-04,1.6E-03,,,,,
SmoothPoly,CPULinearSparse,108,0.196,1.87E+06,535.986,8,1.90E-03,,1.3E-03,6.5E-04,1.9E-03,,,,,
SmoothPoly,CPULinearSparse,112,0.218,2.05E+06,487.817,8,1.47E-03,,1.0E-03,1.0E-03,1.5E-03,,,,,
SmoothPoly,CPULinearSparse,116,0.209,4.37E+06,228.748,8,2.79E-03,,6.0E-04,1.4E-03,2.8E-03,,,,,
SmoothPoly,CPULinearSparse,120,0.205,2.56E+06,390.055,8,1.29E-03,,1.2E-04,9.4E-04,1.3E-03,,,,,
SmoothPoly,CPULinearSparse,124,0.246,2.85E+06,350.807,8,1.55E-03,,5.5E-04,6.1E-04,1.6E-03,,,,,
SmoothPoly,CPULinearSparse,128,0.31,3.04E+06,328.95,8,1.19E-03,,1.1E-03,3.7E-04,1.2E-03,,,,,
SmoothPoly,CPULinearSparse,132,0.297,3.43E+06,291.731,8,2.28E-03,,8.2E-04,1.9E-04,2.3E-03,,,,,
SmoothPoly,CPULinearSparse,136,0.322,3.72E+06,268.828,8,1.08E-03,,9.7E-04,2.1E-04,1.1E-03,,,,,
SmoothPoly,CPULinearSparse,140,0.331,4.06E+06,246.575,8,1.31E-03,,9.0E-04,3.8E-04,1.3E-03,,,,,
SmoothPoly,CPULinearSparse,144,0.402,4.51E+06,221.704,8,9.77E-04,,6.9E-04,5.1E-04,9.8E-04,,,,,
SmoothPoly,CPULinearSparse,148,0.404,4.86E+06,205.652,8,1.89E-03,,4.1E-04,6.0E-04,1.9E-03,,,,,
SmoothPoly,CPULinearSparse,152,0.499,4.79E+06,208.873,8,9.27E-04,,7.9E-05,6.6E-04,9.3E-04,,,,,
SmoothPoly,CPULinearSparse,156,0.385,4.99E+06,200.532,8,1.14E-03,,4.0E-04,6.7E-04,1.1E-03,,,,,
SmoothPoly,CPULinearSparse,160,0.472,6.17E+06,162.164,8,8.24E-04,,7.9E-04,6.4E-04,8.2E-04,,,,,
SmoothPoly,CPULinearSparse,164,0.51,6.63E+06,150.936,8,1.61E-03,,6.0E-04,5.6E-04,1.6E-03,,,,,
SmoothPoly,CPULinearSparse,168,0.497,6.25E+06,159.922,8,8.02E-04,,7.1E-04,4.2E-04,8.0E-04,,,,,
SmoothPoly,CPULinearSparse,172,0.577,6.72E+06,148.823,8,9.91E-04,,6.6E-04,3.3E-04,9.9E-04,,,,,
SmoothPoly,CPULinearSparse,176,0.593,8.34E+06,119.93,8,7.14E-04,,5.1E-04,5.4E-04,7.1E-04,,,,,
SmoothPoly,CPULinearSparse,180,0.634,8.26E+06,121.081,8,1.39E-03,,3.1E-04,7.3E-04,1.4E-03,,,,,
SmoothPoly,CPULinearSparse,184,0.676,9.02E+06,110.908,8,7.01E-04,,6.1E-05,5.2E-04,7.0E-04,,,,,
SmoothPoly,CPULinearSparse,188,0.733,1.10E+07,90.9503,8,8.74E-04,,3.1E-04,3.3E-04,8.7E-04,,,,,
SmoothPoly,CPULinearSparse,192,0.771,1.04E+07,95.912,8,6.18E-04,,6.1E-04,2.0E-04,6.2E-04,,,,,
SmoothPoly,CPULinearSparse,196,0.79,1.13E+07,88.4573,8,1.21E-03,,4.6E-04,1.0E-04,1.2E-03,,,,,
SmoothPoly,CPULinearSparse,200,0.837,1.86E+07,53.7885,8,6.28E-04,,5.5E-04,1.1E-04,6.3E-04,,,,,
SmoothPoly,CPULinearSparse,204,0.871,1.26E+07,79.4883,8,7.79E-04,,5.1E-04,2.0E-04,7.8E-04,,,,,
SmoothPoly,CPULinearSparse,208,0.896,1.18E+07,84.8339,8,5.42E-04,,4.0E-04,2.8E-04,5.4E-04,,,,,
SmoothPoly,CPULinearSparse,212,0.989,1.27E+07,78.9876,8,1.07E-03,,2.4E-04,3.4E-04,1.1E-03,,,,,
SmoothPoly,CPULinearSparse,216,1.02,1.46E+07,68.4653,8,5.63E-04,,4.9E-05,3.7E-04,5.6E-04,,,,,
SmoothPoly,CPULinearSparse,220,1.073,1.56E+07,64.0386,8,6.97E-04,,2.5E-04,3.9E-04,7.0E-04,,,,,
SmoothPoly,CPULinearSparse,224,1.211,1.68E+07,59.4064,8,4.89E-04,,4.9E-04,3.7E-04,4.8E-04,,,,,
SmoothPoly,CPULinearSparse,228,1.203,1.74E+07,57.4457,8,9.63E-04,,3.7E-04,3.3E-04,9.6E-04,,,,,
SmoothPoly,CPULinearSparse,232,1.3,1.98E+07,50.4869,8,5.11E-04,,4.4E-04,2.5E-04,5.1E-04,,,,,
SmoothPoly,CPULinearSparse,236,1.346,1.72E+07,57.9862,8,6.30E-04,,4.1E-04,2.1E-04,6.3E-04,,,,,
SmoothPoly,CPULinearSparse,240,1.405,2.74E+07,36.4744,8,4.29E-04,,3.2E-04,3.5E-04,4.3E-04,,,,,
SmoothPoly,CPULinearSparse,244,1.458,2.17E+07,46.1,8,8.64E-04,,1.9E-04,4.7E-04,8.6E-04,,,,,
SmoothPoly,CPULinearSparse,248,1.497,3.49E+07,28.6189,8,4.68E-04,,4.0E-05,3.4E-04,4.7E-04,,,,,
SmoothPoly,CPULinearSparse,252,1.601,2.34E+07,42.7766,8,5.73E-04,,2.1E-04,2.2E-04,5.7E-04,,,,,
SmoothPoly,CPULinearSparse,256,1.71,2.19E+07,45.5763,8,4.04E-04,,4.0E-04,1.3E-04,3.9E-04,,,,,
SmoothPoly,CPULinearSparse,260,1.68,2.35E+07,42.5312,8,7.84E-04,,3.0E-04,6.8E-05,7.8E-04,,,,,
SmoothPoly,CPULinearSparse,264,1.911,2.44E+07,40.9825,8,4.28E-04,,3.6E-04,7.4E-05,4.3E-04,,,,,
SmoothPoly,CPULinearSparse,268,1.869,2.60E+07,38.4958,8,5.23E-04,,3.4E-04,1.3E-04,5.2E-04,,,,,
SmoothPoly,CPULinearSparse,272,2.008,3.11E+07,32.1606,8,3.51E-04,,2.7E-04,1.8E-04,3.5E-04,,,,,
